id,first_name,last_name,email,description
970,Miguela,Tuke,mtukeqx@bloglines.com,Repair of uvula
971,Neddie,Houselee,nhouseleeqy@cloudflare.com,Behavior therapy
972,Cathrin,Shynn,cshynnqz@pen.io,Implantation or replacement of cardiac resynchronization defibrillator pulse generator only [CRT-D]
973,Emmalyn,Mularkey,emularkeyr0@slashdot.org,Electrocardiogram
974,Corty,Martinello,cmartinellor1@examiner.com,Control of epistaxis by ligation of the external carotid artery
975,Katuscha,Beet,kbeetr2@bandcamp.com,Closed reduction of malar and zygomatic fracture
976,Walther,Possell,wpossellr3@e-recht24.de,Recession of one extraocular muscle
977,Korey,Dawes,kdawesr4@cam.ac.uk,Biopsy of skull
978,Stormie,Seif,sseifr5@buzzfeed.com,Other revision of vascular procedure
979,Dallas,Stoltz,dstoltzr6@nymag.com,Family therapy
980,Bradford,Espinay,bespinayr7@posterous.com,"Partial excision of pituitary gland, transsphenoidal approach"
981,Anthony,Elven,aelvenr8@google.de,Other revision of enucleation socket
982,Gizela,McGebenay,gmcgebenayr9@etsy.com,Bone scan
983,Clarabelle,Swafield,cswafieldra@about.com,Implantation of electronic bladder stimulator
984,Randee,McDonell,rmcdonellrb@posterous.com,Percutaneous vertebroplasty
985,Lotte,Botterill,lbotterillrc@acquirethisname.com,Resection of quadrant of breast
986,Granger,Seifenmacher,gseifenmacherrd@redcross.org,Acupuncture for anesthesia
987,Niall,Sans,nsansre@dagondesign.com,Sphenoidectomy
988,Blythe,Scranny,bscrannyrf@pcworld.com,Episiotomy
989,Othelia,Seamarke,oseamarkerg@archive.org,"Corneal transplant, not otherwise specified"
990,Zed,Condon,zcondonrh@mysql.com,Laparoscopic biopsy of ovary
991,Wade,Eason,weasonri@sfgate.com,Removal of intraluminal foreign body from ear without incision
992,Ulysses,Depport,udepportrj@typepad.com,Creation of conduit between right ventricle and pulmonary artery
993,Gaspard,Barrowclough,gbarrowcloughrk@foxnews.com,Opaque dye contrast hysterosalpingogram
994,Ammamaria,Stansfield,astansfieldrl@indiegogo.com,Xerography of breast
995,Annalise,Troker,atrokerrm@ifeng.com,Thoracoscopic pleural biopsy
996,Venita,Crummie,vcrummiern@networkadvertising.org,"Microscopic examination of blood, toxicology"
997,Suzie,de Guerre,sdeguerrero@i2i.jp,"Refusion of other cervical spine, anterior column, anterior technique"
998,Bernadina,Losty,blostyrp@ted.com,Other division of soft tissue
999,Zacharia,Wolfindale,zwolfindalerq@psu.edu,Nonmechanical methods of resuscitation
1000,Janka,Badsworth,jbadsworthrr@sfgate.com,"Insertion of bone growth stimulator, scapula, clavicle and thorax [ribs and sternum]"
